CASRN,Set,Mol Formula,Chem Name,logKow_exp,logKow_pred,Residual,Reference
1934-92-5,T,C14H13N1O1,N-Methylbenzanilide,2.36,2.53,0.17,"Hansch,C et al. (1995)"
1939-21-5,N,C15H12F3N1O1,"Acetamide,N-Ph-N-[3-(CF3)Ph]-",3.84,3.77,-0.07,BioByte (1995)
1942-48-9,N,C11H20O2,"5,7-Undecanedione",3.56,3.0,-0.56,Sangster (1994)
1943-79-9,T,C8H9N1O2,N-Methylphenylcarbamate,1.24,1.17,-0.07,"Hansch,C et al. (1995)"
1943-87-9,N,C8H8N2O4,"Carbamic acid, (4-NO2 Ph)-, Me ester",2.12,2.15,0.03,"Takahashi,J et al. (1988)"
1948-71-6, ,C11H14N2O3,"Tyrosine-amide,N-acetyl",-0.87,-0.35,0.42,"Hansch,C et al. (1995)"
1948-92-1,N,C12H10N2O4S1,"Benzenamine, 4-[(4-nitrophenyl)SO2]-",2.04,1.51,-0.53,"Altomare,C et al. (1991)"
1951-25-3,N,C5H29I2N1O3,Amiodarone,7.8,8.81,1.01,"Avdeef,A (1997)"
1951-56-0, ,C10H12N2O4,1-(5-NO2-2-furyl)-2-(CONH-iPr)ethylene,1.34,1.38,0.04,"Hansch,C et al. (1995)"
1953-33-9, ,C8H12N2O3,"Barbituric acid, 5-butyl",0.77,0.64,-0.13,"Hansch,C et al. (1995)"
1953-54-4,N,C8H7N1O1,1H-Indol-5-ol,1.11,1.57,0.46,Sangster (1993)
1959-97-3, ,C16H12CL1F1N2O1,"1,4-Benzodiazpn2-on,1-Me5(4-CLPh)7F",3.1,2.9,-0.2,"Hansch,C et al. (1995)"
1962-75-0, ,C16H22O4,p-Dibutylphthalate,5.53,4.61,-0.92,"Hansch,C et al. (1995)"
1967-25-5, ,C7H7Br1N2O1,p-Bromophenylurea,1.98,1.6,-0.38,"Hansch,C et al. (1995)"
1967-27-7, ,C7H7CL1N2O1,m-Chlorophenylurea,1.82,1.35,-0.47,"Hansch,C et al. (1995)"
1972-71-0,T,C14H11N1O4,Disalicylimide,1.92,1.85,-0.07,"Hansch,C et al. (1995)"
1977-00-0,N,C14H9F3N1O2Na1,"Benzoic acid,2[[3CF3)Ph]amino]-,Na salt",1.29,1.35,0.06,Sangster (1993)
1978-59-2,N,C11H12F1N1,"Pyridine, 4-(4-FPh)-1236-tetrahydro-",2.37,2.94,0.57,"Altomare,CA et al. (1992)"
1982-37-2,T,C18H20N2S1,Methdilazine,5.23,4.87,-0.36,"Hansch,C et al. (1995)"
1982-47-4,N,C15H15CL1N2O2,Chloroxuron,3.7,4.08,0.38,"Liu,J and Qian,C (1995)"
1982-49-6,N,C14H20N2O1,Siduron,3.8,3.86,0.06,"Tomlin,C (1997)"
1984-06-1,N,C8H15O1Na1,Sodium Octanoate,-1.38,-0.78,0.6,"Moschner,KF & Cece,A (1995)"
1984-59-4,N,C7H6CL2O1,"2,3-Dichloroanisole",3.24,3.36,0.12,"Lun,R et al. (1995)"
1984-65-2,N,C7H6CL2O1,"2,6-Dichloroanisole",3.14,3.36,0.22,"Lun,R et al. (1995)"
1985-12-2,T,C7H4Br1N1S1,p-Bromophenylisothiocyanate,4.03,4.22,0.19,"Hansch,C et al. (1995)"
1985-51-9,N,C13H20O4,"2Propen acid,2Me,22diMe-13Pr-diyl ester",2.79,3.57,0.78,Sangster (1993)
1989-33-9, ,C14H10O2,9-Carboxyfluorene,2.8,3.06,0.26,"Hansch,C et al. (1995)"
1991-78-2, ,C9H10CL1N1O2,p-Chlorophenylalanine,-0.48,-0.64,-0.16,"Hansch,C et al. (1995)"
2002-16-6,S,C7H9N3,2-Phenylguanidine,0.53,0.52,-0.01,"Hansch,C et al. (1995)"
2002-29-1, ,C27H36F2O6,Flumethasone-21-pivalate,3.86,3.69,-0.17,"Hansch,C et al. (1995)"
2002-36-0,T,C10H15N5,9-Pentyladenine,1.79,1.79,0.0,"Hansch,C et al. (1995)"
2004-70-8,N,C5H8,"1,3-Pentadiene, (E)-",2.44,2.45,0.01,Sangster (1994)
2008-39-1,E,C10H13CL2N1O3,"2,4-D dimethylamine salt",0.65,0.84,0.19,"Moody,RP et al. (1987)"
2008-41-5,N,C11H23N1O1S1,Butylate,4.15,3.85,-0.3,"Hansch,C et al. (1995)"
2008-58-4,T,C7H5CL2N1O1,"2,6-Dichlorobenzamide",0.77,0.9,0.13,"Nakagawa,Y et al. (1992)"
2008-73-3, ,C13H10CL2N2O1,"1-(3,4-DiCLphenyl)-3-Phenylurea",4.7,4.26,-0.44,"Hansch,C et al. (1995)"
2011-57-6,T,C10H13N1O2,"2,3-DiMe-4-hydroxyacetanilide",0.57,0.8,0.23,"Hansch,C et al. (1995)"
2011-67-8,T,C16H13N3O3,Nimetazepam,2.16,2.27,0.11,"Hansch,C et al. (1995)"
2012-81-9,N,C11H12CL1N1,"Benzeneacetonitrile,4-CL-a-(1-MeEt)-",3.41,3.53,0.12,"Wang,W et al. (1987)"
2018-61-3,N,C11H13N1O3,"L-Phenylalanine, N-acetyl-",0.93,1.1,0.17,"Green,PG et al. (1991)"
2021-26-3,N,C14H9N1O2,"1H-Isoindole-1,3(2H)-dione, 5-phenyl-",2.97,3.06,0.09,Sangster (1993)
2021-28-5, ,C11H14O2,Ethyl b-phenylpropionate,2.73,3.06,0.33,"Hansch,C et al. (1995)"
2024-34-2,N,C16H12F2N2O1,"1,4-Benzodiazepin-2-one derivative",2.41,1.9,-0.51,"Hansch,C et al. (1995)"
2025-40-3, ,C12H11N1O2,2-Cyano-3-phenyl Et-2-propenoate,2.43,3.05,0.62,"Hansch,C et al. (1995)"
2027-47-6,N,C18H34O2,9-Octadecenoic acid,7.64,7.73,0.09,Sangster (1993)
2029-64-3, ,C9H19N1O2,O-Octyl carbamate,2.84,2.93,0.09,"Hansch,C et al. (1995)"
2030-63-9,T,C27H22CL2N4,Clofazimine,7.66,7.55,-0.11,"Quigley,JM et al. (1990)"
2032-59-9, ,C11H16N2O2,Aminocarb,1.9,1.9,0.0,Sangster (1993)
2032-65-7,N,C11H15N1O2S1,Methiocarb,2.92,2.87,-0.05,"Hansch,C et al. (1995)"
2034-22-2, ,C3H1Br3N2,"2,4,5-Tribromoimidazole",1.96,2.73,0.77,"Hansch,C et al. (1995)"
2035-15-6,N,C16H12O5,"Dioxolo[5,6]benzofurobenzopyrano deriv",2.61,3.28,0.67,"Arnoldi,A & Merlini,L (1990)"
2036-41-1,N,C5H6N2,"Pyrimidine, 5-methyl-",0.01,0.49,0.48,"Yamagami,C et al. (1990)"
2038-57-5, ,C9H13N1,3-Phenyl propylamine,1.83,2.05,0.22,"Hansch,C et al. (1995)"
2038-62-2, ,C9H11F1,"Propylfluoride, g-phenyl",2.95,3.46,0.51,"Hansch,C et al. (1995)"
2042-14-0,N,C7H7N1O3,3-Nitro-p-cresol,2.18,2.46,0.28,Chem Inspect Test Inst (1992)
2046-17-5, ,C11H14O2,Methyl 4-phenylbutyrate,2.77,3.06,0.29,"Hansch,C et al. (1995)"
2046-18-6, ,C10H11N1,g-Phenylpropylcyanide,2.21,2.54,0.33,"Hansch,C et al. (1995)"
2046-19-7,T,C11H15N1O2,2-Amino-5-phenylpentanoic acid,-0.36,-0.3,0.06,"Hansch,C et al. (1995)"
2046-21-1, ,C8H14O3,6-Keto methylheptanoate,0.55,0.78,0.23,"Hansch,C et al. (1995)"
2046-23-3, ,C7H12O1,4-Cyclopropyl 2-butanone,1.5,1.54,0.04,"Hansch,C et al. (1995)"
2046-33-5,T,C10H14O1,1-Methoxy-3-phenylpropane,2.7,2.76,0.06,"Hansch,C et al. (1995)"
2050-43-3,T,C10H13N1O1,"2,4-Dimethylacetanilide",1.46,1.63,0.17,"Nakagawa,Y et al. (1992)"
2050-44-4, ,C10H13N1O1,"2,5-Dimethylacetanilide",1.47,1.63,0.16,"Nakagawa,Y et al. (1992)"
2050-45-5, ,C10H13N1O1,"3,5-Dimethylacetanilide",2.17,2.19,0.02,"Nakagawa,Y et al. (1992)"
2050-67-1,N,C12H8CL2,"Biphenyl, 3,3'-dichloro-",5.27,5.05,-0.22,Sangster (1993)
2050-68-2,T,C12H8CL2,"4,4'-Dichlorobiphenyl",5.23,5.05,-0.18,Sangster (1994)
2050-69-3, ,C10H6CL2,"1,2-Dichloronaphthalene",4.42,4.46,0.04,"Hansch,C et al. (1995)"
2050-73-9,N,C10H6CL2,"Naphthalene, 1,7-dichloro",4.56,4.46,-0.1,"Opperhuizen,A (1987)"
2050-74-0, ,C10H6CL2,"1,8-Dichloronaphthalene",4.3,4.46,0.16,Sangster (1994)
2050-75-1, ,C10H6CL2,"2,3-Dichloronaphthalene",4.42,4.46,0.04,"Hansch,C et al. (1995)"
2050-76-2, ,C10H6CL2O1,"2,4-Dichloro-1-naphthol",4.23,3.98,-0.25,Chem Inspect Test Inst (1992)
2050-85-3,N,C10H12N2O2,"Acetamide, N,N'-(1,2-phenylene)bis-",-0.03,-0.92,-0.89,Pomona (1987)
2051-24-3, ,C12CL10,Decachlorobiphenyl,8.27,10.2,1.93,"DeBruijn,J et al. (1989)"
2051-60-7,T,C12H9CL1,2-Chlorobiphenyl,4.53,4.4,-0.13,"Hansch,C et al. (1995)"
2051-61-8,T,C12H9CL1,3-Chlorobiphenyl,4.58,4.4,-0.18,"Hansch,C et al. (1995)"
2051-62-9,T,C12H9CL1,4-Chlorobiphenyl,4.61,4.4,-0.21,"Hansch,C et al. (1995)"
2051-95-8,N,C10H10O3,"Benzenebutanoic acid, .gamma.-oxo-",1.3,1.42,0.12,Sangster (1993)
2052-07-5,N,C12H9Br1,"Biphenyl, 2-bromo-",4.59,4.65,0.06,"Doucette,WJ & Andren,AW (1987)"
2052-14-4,N,C11H14O3,"Benzoic acid, 2-hydroxy-, butyl ester",4.63,4.08,-0.55,"Korenman,YI & Danilov,VN (1990)"
2055-14-3,T,C10H16N2,"N,N-Diethyl-3-pyridylmethylamine",1.01,1.18,0.17,"Hansch,C et al. (1995)"
2055-21-2,T,C8H12N2,"N,N-Dimethyl-3-pyridylmethylamine",0.49,0.2,-0.29,"Hansch,C et al. (1995)"
2055-46-1, ,C4H8N2S1,"N,N'-Trimethylenethiourea",-0.68,0.0,0.68,"Hansch,C et al. (1995)"
2058-74-4,T,C9H7N1O2,"N-Methylindol-2,3-dione",0.58,0.28,-0.3,"Hansch,C et al. (1995)"
2059-76-9,N,C7H4I1N1S1,"Benzene, 1-iodo-4-isothiocyanato-",4.22,4.5,0.28,"Augustin,J et al. (1987)"
2060-58-4, ,C13H11CL1O1,"3,11-Tridecadiene-5,7,9-triyn-1-ol,2-CL",3.91,3.93,0.02,"McLachlan,D et al. (1986)"
2062-78-4, ,C28H29F2N3O1,Pimozide,6.3,6.23,-0.07,"Hansch,C et al. (1995)"
2062-84-2,N,C22H24F1N3O2,Benperidol,3.91,3.55,-0.36,"Hansch,C et al. (1995)"
2065-23-8, ,C9H10O3,Methyl phenoxyacetate,1.41,1.61,0.2,"Hansch,C et al. (1995)"
2065-37-4,N,C10H5Br1O2,"2-Bromo-1,4-Naphthoquinone",2.44,2.05,-0.39,"Hansch,C et al. (1995)"
2068-78-2,N,C46H56N4O9,Leurocristine,2.82,2.5,-0.32,"Hansch,C et al. (1995)"
2070-61-3,T,C7H8F1N1O2S1,Fluoromethane sulfonanilide,1.35,1.45,0.1,"Hansch,C et al. (1995)"
2075-46-9, ,C3H3N3O2,4-Nitropyrazole,0.59,-0.12,-0.71,"Hansch,C et al. (1995)"
2077-99-8, ,C10H10F3N3O4,26NO2-N-Pr-aaa-triF-p-toluidine,3.65,3.78,0.13,"Hansch,C & Leo,A (1985)"
2078-54-8,N,C12H18O1,"Phenol, 2,6-bis(1-methylethyl)-",3.79,3.57,-0.22,"Hansch,C et al. (1995)"
2084-11-9, ,C11H14O3,m-Propylphenoxyacetic acid,2.71,2.86,0.15,"Hansch,C et al. (1995)"
2084-13-1, ,C9H8O4,m-Carboxyphenylacetic acid,1.14,1.31,0.17,"Hansch,C et al. (1995)"
2088-24-6,T,C9H10O4,m-Methoxyphenoxyacetic acid,1.38,1.41,0.03,"Hansch,C et al. (1995)"
2095-17-2,N,C15H15CL1N2S1,"10H-Phenothiazine-10-propanamine,2CL-",4.47,4.53,0.06,"Whelpton,R (1989)"
2100-42-7, ,C8H9CL1O2,"1,4-Dimethoxy-2-chlorobenzene",2.69,2.8,0.11,"Nakagawa,Y et al. (1992)"
2104-64-5, ,C14H14N1O4S1P1,EPN,4.78,4.47,-0.31,Chem Inspect Test Inst (1992)
2104-96-3, ,C8H8Br1CL2O3S1P1,Bromophos,5.21,5.11,-0.1,"Hansch,C et al. (1995)"
2113-47-5,T,C14H13N1O1,2-Phenylacetanilide,2.02,2.3,0.28,"Nakagawa,Y et al. (1992)"
2113-57-7,N,C12H9Br1,"Biphenyl, 3-bromo-",4.85,4.65,-0.2,"Doucette,WJ & Andren,AW (1987)"
2113-58-8,N,C12H9N1O2,3-Nitrobiphenyl,3.87,3.57,-0.3,"Hansch,C et al. (1995)"
2114-15-0,T,C5H11N1O2,O-Isobutyl carbamate,0.65,0.89,0.24,"Hansch,C et al. (1995)"
2114-20-7,T,C7H15N1O2,O-Hexyl carbamate,1.85,1.95,0.1,"Hansch,C et al. (1995)"
2116-65-6,N,C12H11N1,4-Benzylpyridine,2.62,3.06,0.44,"Hansch,C et al. (1995)"
2122-63-6,N,C7H6I1N1O2,"Benzoic acid, 4-amino-3-iodo-",2.36,2.12,-0.24,Sangster (1994)
2124-31-4, ,C10H13N1O1,"p-Acetyl-N,N-dimethylaniline",2.1,1.85,-0.25,"Hansch,C et al. (1995)"
2125-48-6, ,C12H20I1N1,Phenylpropyl-triMe-ammonium iodide,-2.02,-1.49,0.53,"Hansch,C et al. (1995)"
2131-41-1, ,C13H14,"1,4,5-Trimethylnaphthalene",4.9,4.81,-0.09,"Miller,MM et al. (1985)"
2131-55-7,N,C7H4CL1N1S1,"Benzene, 1-chloro-4-isothiocyanato-",3.91,3.97,0.06,"Augustin,J et al. (1987)"
2131-59-1,N,C7H4Br1N1S1,"Benzene, 1-bromo-3-isothiocyanato-",4.12,4.22,0.1,Pomona (1987)
2131-60-4,T,C7H5N1O1S1,4-Hydroxyphenylisothiocyanate,2.74,2.85,0.11,"Hansch,C et al. (1995)"
2131-61-5, ,C7H4N2O2S1,4-Nitrophenylisothiocyanate,3.62,3.73,0.11,"Hansch,C et al. (1995)"
2131-62-6,T,C8H5N1O2S1,"Benzoic acid, 4-isothiocyanoato-",3.52,3.21,-0.31,"Hansch,C et al. (1995)"
2131-64-8,N,C9H10N2S1,"Benzenamine,4-isothiocyanato-NN-diMe-",3.96,3.51,-0.45,"Augustin,J et al. (1987)"
2133-81-5,T,C10H13N5O3S1,a-2'-Deoxythioguanosine,-0.79,-0.17,0.62,BioByte (1995)
2135-17-3, ,C22H28F2O5,Flumethasone,1.94,1.59,-0.35,"Hansch,C et al. (1995)"
2136-99-4, ,C12H2CL8,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",7.73,8.91,1.18,"DeBruijn,J et al. (1989)"
2140-61-6,N,C10H15N3O5,5-Methylcytidine,-2.01,-1.91,0.1,"Hansch,C et al. (1995)"
2142-63-4, ,C8H7Br1O1,m-Bromoacetophenone,2.47,2.56,0.09,"Dunn,WJ et al. (1983)"
2142-68-9, ,C8H7CL1O1,o-Chloroacetophenone,2.09,2.32,0.23,"Hansch,C et al. (1995)"
2142-69-0,N,C8H7Br1O1,"Ethanone, 1-(2-bromophenyl)-",2.28,2.56,0.28,Sangster (1993)
2143-80-8,N,C10H9F1O1,"3-Buten-2-one,4-(2-fluorophenyl)-",2.34,2.24,-0.1,"Yamagami,C et al. (1998)"
2144-41-4, ,C6H12O1,"cis-2,5-Dimethyltetrahydrofuran",1.22,1.77,0.55,"Funasaki,N et al. (1985)"
2150-88-1, ,C8H8CL1N1O2,Me-N-(m-chlorophenyl)carbamate,2.58,2.4,-0.18,"Hansch,C et al. (1995)"
2150-93-8, ,C8H7CL2N1O1,"3,4-Dichloroacetanilide",3.0,2.39,-0.61,"Nakagawa,Y et al. (1992)"
2150-95-0,N,C10H11CL2N1O1,"Butanamide, N-(3,4-dichlorophenyl)-",3.77,3.37,-0.4,Pomona (1987)
2150-96-1,N,C11H13CL2N1O1,"Pentanamide, N-(3,4-dichlorophenyl)-",4.17,3.86,-0.31,Pomona (1987)
2152-44-5, ,C27H37F1O6,Betamethasone-17-valerate,3.6,3.94,0.34,"Hansch,C et al. (1995)"
2153-10-8, ,C8H7CL2N1O2,4-Hydroxy dichloroacetanilide,1.6,1.34,-0.26,"Dutta,H et al. (1988)"
2156-14-1,N,C21H14O2,"Indene-1,3-dione,2[biphenyl]-4-yl",4.79,4.58,-0.21,Sangster (1993)
2157-98-4,N,C7H14N1O5P1,Monocrotophos,-0.2,-1.31,-1.11,BioByte (1995)
2164-17-2,T,C10H11F3N2O1,Fluometuron,2.42,2.35,-0.07,"Hansch,C et al. (1995)"
2169-64-4,N,C14H17N3O9,6-Azauridinetriacetate,-0.2,-0.69,-0.49,"Hansch,C et al. (1995)"
2176-16-1,N,C17H21N1O3,"Benzeneethanamine, 3,5-diMeO-4(PhMeO)-",2.4,2.56,0.16,Sangster (1993)
2176-62-7,T,C5CL5N1,"2,3,4,5,6-Pentachlorpyridine",3.53,4.03,0.5,"Hansch,C et al. (1995)"
2180-92-9,N,C18H28N2O1,Bupivacaine,3.41,3.44,0.03,"Hansch,C et al. (1995)"
2183-54-2,N,C7H6Br2O2,"Benzenemethanol, 3,5-dibromo-2-hydroxy-",2.72,2.38,-0.34,"Takagi,T et al. (1992)"
2189-60-8,N,C14H22,"Benzene, octyl-",6.3,5.98,-0.32,Sangster (1993)
2189-61-9,N,C8H8N2O4,"Carbamic acid, (3-NO2 Ph)-, Me ester",2.0,2.15,0.15,"Takahashi,J et al. (1988)"
2198-53-0,T,C10H13N1O1,"2,6-Dimethylacetanilide",1.07,1.07,0.0,"Nakagawa,Y et al. (1992)"
2198-54-1, ,C10H13N1O1,"3,4-Dimethylacetanilide",2.1,2.19,0.09,"Nakagawa,Y et al. (1992)"
2198-77-8,N,C10H6CL2,"Naphthalene, 2,7-dichloro-",4.81,4.46,-0.35,"Opperhuizen,A et al. (1985)"
2199-43-1,N,C7H9N1O2,"Pyrrole-2-COOH, ethyl ester",1.73,1.21,-0.52,"Yamagami,C et al. (1994)"
2199-49-7,N,C8H11N1O2,"Pyrrole-3-COOH-4-Me-,Et ester",2.14,1.75,-0.39,"Hansch,C et al. (1995)"
2202-79-1, ,C12H10O2,"1,4-Naphthoquinone,6,7-dimethyl",2.49,2.76,0.27,"Hansch,C et al. (1995)"
2209-02-1,N,C9H20I1N1O2,"2TeHFuranMe-amiun,4OH-NNN5-Me iodide",-2.95,-3.47,-0.52,"Pratesi,P et al. (1986)"
2211-33-8, ,C9H6N2O3,"N-Phenyl-2,4,5-imidazolitrione",0.6,0.47,-0.13,"Lipinski,C et al. (1991)"
2212-67-1,T,C9H17N1O1S1,Molinate,3.21,2.91,-0.3,"Hansch,C et al. (1995)"
2213-43-6, ,C5H12N2,N-Aminopiperidine,-0.28,0.17,0.45,"Hansch,C et al. (1995)"
2213-70-9,T,C8H9CL3N1O3P1,"O=P(OMe)(NMe)O-2,4,5-CLphenyl",3.06,2.68,-0.38,"Hansch,C & Leo,A (1985)"
2213-84-5,T,C9H11CL3N1O3P1,"O=P(OMe)(NEt)O-2,4,5-CLphenyl",3.18,3.17,-0.01,"Hansch,C & Leo,A (1985)"
2213-85-6,T,C10H13CL3N1O3P1,"O=P(OMe)(NPr)O-2,4,5-CLphenyl",3.7,3.66,-0.04,"Hansch,C & Leo,A (1985)"
2213-87-8, ,C11H15CL3N1O3P1,"O=P(NHBu)(OMe)O-(2,4,5-CL phenyl)",4.18,4.15,-0.03,"Hansch,C & Leo,A (1985)"
2213-88-9, ,C11H15CL3N1O3P1,"O=P(NHiBu)(OMe)O-(2,4,5-CL phenyl)",3.86,4.08,0.22,"Hansch,C & Leo,A (1985)"
2214-33-7, ,C11H15CL3N1O3P1,"O=P(NHtBu)(OMe)O-(2,4,5-CL phenyl)",3.83,4.04,0.21,"Hansch,C & Leo,A (1985)"
2214-34-8, ,C7H7CL3N1O3P1,"O=P(OMe)(N)O-2,4,5-CLphenyl",2.53,2.13,-0.4,"Hansch,C & Leo,A (1985)"
2214-53-1, ,C7H6N2,4-Cyano-2-methylpyridine,0.81,0.9,0.09,"Hansch,C et al. (1995)"
2215-77-2, ,C13H10O3,p-Phenoxybenzoic acid,3.91,3.93,0.02,"Hansch,C et al. (1995)"
2216-45-7, ,C10H12O2,p-Methylbenzyl acetate,2.44,2.63,0.19,"Hansch,C et al. (1995)"
2216-51-5,N,C10H20O1,(-)-Menthol,3.4,3.38,-0.02,"Griffin,S et al. (1999)"
2216-68-4,N,C11H11N1,"1-Naphthalenamine, N-methyl-",2.88,2.8,-0.08,Pomona (1987)
2216-69-5,N,C11H10O1,"Naphthalene, 1-methoxy-",3.45,3.25,-0.2,Chem Inspect Test Inst (1992)
2217-02-9,N,C10H18O1,(+)-Fenchol,3.17,2.85,-0.32,"Griffin,S et al. (1999)"
2217-08-5,N,C10H16N2O3,"Barbituric acid,5,5-diPr",1.75,1.59,-0.16,"Wong,O & McKeown,RH (1988)"
2217-82-5, ,C12H9O3S1Na1,"p-Biphenylsulfonic acid, sodium salt",-0.67,-1.19,-0.52,"Hansch,C et al. (1995)"
2221-11-6,N,C17H16N2O2,"2,4-Imidazolidinedione,3,5-bis(PhMe)-",2.84,2.9,0.06,Sangster (1994)
2221-12-7,N,C10H10N2O2,"2,4-Imidazolidinedione, 1-methyl-3-Ph-",0.14,0.08,-0.06,Sangster (1994)
2221-13-8, ,C9H8N2O2,"N-Phenyl-2,5-imidazolidione",0.04,-0.13,-0.17,"Lipinski,C et al. (1991)"
2227-79-4,T,C7H7N1S1,Thiobenzamide,1.49,1.67,0.18,"Hansch,C et al. (1995)"
2234-13-1, ,C10CL8,Octachloronaphthalene,8.24,8.33,0.09,"Opperhuizen,A (1985)"
2235-83-8, ,C11H14O1,5-Phenyl-2-pentanone,2.42,2.45,0.03,"Hansch,C et al. (1995)"
2237-30-1,T,C7H6N2,m-Aminobenzonitrile,1.07,1.17,0.1,"Hansch,C et al. (1995)"
2240-28-0, ,C27H37F1O6,Betamethasone-21-valerate,3.87,3.94,0.07,"Hansch,C et al. (1995)"
2240-41-7, ,C8H11O3P1,"O,O-Dimethylphenylphosphonate",0.95,0.63,-0.32,"Hansch,C et al. (1995)"
2240-88-2, ,C3H5F3O1,"3,3,3-Trifluoro-1-propanol",0.39,0.77,0.38,"Muller,N (1986)"
2243-27-8,N,C9H17N1,Nonanenitrile,3.12,3.29,0.17,"Tanii,H & Hashimoto,K (1984)"
2243-42-7,T,C13H10O3,o-Phenoxybenzoic acid,3.11,2.75,-0.36,"Hansch,C et al. (1995)"
2243-62-1,N,C10H10N2,"1,5-Diaminonaphthalene",0.89,1.34,0.45,"Schultz,TW & Applehans,FM (1985)"
2243-81-4,N,C11H9N1O1,1-Naphthalenecarboxamide,1.88,1.91,0.03,"Alcorn,CJ et al. (1993)"
2251-64-1, ,C8H4CL1F3N2O2S1,124-Benzthiadiz-1-O2-3-CF3-6-CL,1.65,1.43,-0.22,"Hansch,C et al. (1995)"
2252-63-3,N,C10H13F1N2,"Piperazine, 1-(4-fluorophenyl)-",1.28,1.74,0.46,"Caccia,S et al. (1985)"
2255-15-4, ,C8H9CL1N1O6P1,3-Chloro-dimethyl para-oxon,1.83,1.63,-0.2,"Hansch,C & Leo,A (1985)"
2255-17-6, ,C9H12N1O6P1,3-Methyl-dimethyl para-oxon,1.69,1.53,-0.16,"Hansch,C & Leo,A (1985)"
2256-16-8,N,C17H32N2O6S1,D-erythro-galacto-octopyranoside deriv,0.04,0.08,0.04,Pomona (1987)
2256-17-9,N,C19H36N2O6S1,Lincomycin derivative,1.02,0.78,-0.24,Pomona (1987)
2257-09-2,T,C9H9N1S1,2-Phenethylisothiocyanate,3.47,3.5,0.03,"Hansch,C et al. (1995)"
2259-96-3,N,C14H16CL1N3O4S2,Cyclothiazide,1.95,1.74,-0.21,"Yamazaki,M et al. (1984)"
2262-52-4, ,C14H15F1O4,"Diethylmalonate,2-F benzal",3.04,3.14,0.1,"Hansch,C et al. (1995)"
2265-94-3,N,C6H3F2N1O2,"Benzene, 1,3-difluoro-5-nitro-",2.03,2.21,0.18,Sangster (1993)
2270-20-4,N,C11H14O2,5-Phenylpentanoic acid,2.94,3.27,0.33,"Austin,RP et al. (1995)"
2274-01-3,T,C7H14N2O2,3-Ethylbutanoylurea,0.91,0.89,-0.02,"Hansch,C et al. (1995)"
2274-08-0,T,C6H12N2O2,3-Methylbutanoylurea,0.45,0.39,-0.06,"Hansch,C et al. (1995)"
2274-42-2,N,C3H5N1O2S1,Methylsulfonylacetonitrile,-1.42,-2.08,-0.66,"Hansch,C et al. (1995)"
2274-67-1,N,C10H10CL3O4P1,Dimethylvinphos,3.13,3.16,0.03,"Tomlin,C (1994)"
2284-20-0,N,C8H7N1O1S1,"Benzene, 1-isothiocyanato-4-methoxy",3.58,3.41,-0.17,"Augustin,J et al. (1987)"
2285-16-7,T,C16H11F3N2O1,"1,4-Benzodiazepin-2-one,5(CF3)Ph",3.1,3.19,0.09,BioByte (1995)
2295-35-4,T,C4H7N1S1,2-Azacyclopentanthione,-0.05,0.02,0.07,"Hansch,C et al. (1995)"
2297-94-1,N,C7H5N1O3,"2,4,6-Cycloheptatriene-1-one,2-OH-5-NO",0.83,0.25,-0.58,Sangster (1993)
2298-99-9,N,C7H8O3,"4H-PYRAN-4-ONE, 3-HYDROXY-2,6-DIMETHYL-",0.44,0.35,-0.09,"Ellis,BL et al. (1996)"
2301-40-8,N,C10H10N2O2,"2,4-Imidazolidinedione, 3-(PhMe)-",0.82,0.78,-0.04,Sangster (1994)
2303-16-4,N,C10H17CL2N1O1S1,Diallate,4.49,4.08,-0.41,"Ellington,JJ & Stancil,FE (1988)"
2303-17-5,N,C10H16CL3 N1O1S1,Triallate,4.6,4.57,-0.03,"Tomlin,C (1997)"
2303-25-5, ,C13H11N1O3,3-Me-4'-NO2-Diphenyl ether,4.4,4.41,0.01,"Nandihalli,UB et al. (1993)"
2307-68-8,N,C13H18CL1N1O1,Pentanochlor,4.31,4.18,-0.13,"Mitsutake,KI et al. (1986)"
2310-17-0, ,C12H15CL1N1O4S2P1,Phosalone,4.38,4.29,-0.09,"Hansch,C et al. (1995)"
2312-35-8,S,C19H26O4S1,Propargite,5.0,5.57,0.57,"Saito,H et al. (1993)"
2314-09-2,N,C18H18O3,Flurenol-butyl,3.7,3.69,-0.01,"Tomlin,C (1997)"
2314-79-6,T,C11H11N1O2,N-(p-Tolyl)succinimide,0.58,0.71,0.13,"Hansch,C et al. (1995)"
2314-80-9, ,C11H11N1O3,p-Methoxy-N-phenylsuccinimide,0.15,0.24,0.09,"Hansch,C et al. (1995)"
2315-68-6,N,C10H12O2,"Benzoic acid, propyl ester",3.01,2.81,-0.2,"Hansch,C et al. (1995)"
2316-26-9, ,C11H12O4,"Cinnamic acid,3,4-dimethoxy",2.34,1.72,-0.62,"Hansch,C et al. (1995)"
2316-64-5,N,C7H7Br1O2,"Benzenemethanol, 5-bromo-2-hydroxy-",1.72,1.49,-0.23,Sangster (1993)
2327-02-8,N,C7H6CL2N2O1,"(3,4-Dichlorophenyl)urea",2.65,2.0,-0.65,Sangster (1994)
2338-10-5,T,C6H1CL4N3,"4,5,6,7-Tetrachlorobenzotriazole",4.17,3.74,-0.43,"Hansch,C et al. (1995)"
