CAS,Name,Mol Wt,Boiling Pt (deg C),Reference
126-98-7,METHACRYLONITRILE,67.0911,90.3,
126-99-8,CHLOROPRENE,88.5375,59.4,
127-00-4,1-CHLORO-2-PROPANOL,94.5416,127,
127-06-0,"2-PROPANONE, OXIME",73.0953,136,
127-18-4,TETRACHLOROETHENE,165.8343,121.3,
127-19-5,"N,N'-DIMETHYLACETAMIDE",87.1224,165,
127-21-9,"1,3-Dichlorotetrafluoroacetone",198.9325,44-45,ALDRICH (2000)
127-25-3,Methyl Abietate,316.488,362.5,
127-63-9,DIPHENYL SULFONE,218.2763,279,
127-66-2,"Benzenemethanol, .alpha.-ethynyl-.alpha.-methyl-",146.1906,217.5,
127-68-4,"M-NITROBENZENESULFONIC ACID, SODIUM SALT",225.1563,217.5,
127-91-3,beta-PINENE,136.239,166,
128-09-6,"1-CHLORO-2,5-PYRROLIDINEDIONE",133.535,216.5,
128-37-0,"2,6-DI-T-BUTYL-4-METHYLPHENOL (BHT)",220.3579,265,
128-39-2,"2,6-DI-T-BUTYLPHENOL",206.3308,253,
128-50-7,"Bicyclo 3.1.1 hept-2-ene-2-ethanol, 6,6-dimethyl",166.2655,235,
129-00-0,PYRENE,202.2581,404,
131-11-3,DIMETHYL PHTHALATE,194.1888,283.7,
131-16-8,DIPROPYL PHTHALATE,250.2972,317.5,
131-18-0,DI-N-AMYL PHTHALATE,306.4055,342,
131-58-8,"Methanone, (2-methylphenyl)phenyl-",196.2511,308,
132-64-9,DIBENZOFURAN,168.197,287,
132-65-0,DIBENZOTHIOPHENE,184.2616,332.5,
133-08-4,"PROPANEDIOIC ACID, BUTYL-, DIETHYL ESTER",216.2797,237.5,
133-13-1,"Propanedioic acid, ethyl-, diethyl ester",188.2255,208,
133-90-4,"3-AMINO-2,5-DICHLOROBENZOIC ACID",206.0294,312,
134-20-3,METHYL ANTHRANILATE,151.1664,256,
134-32-7,1-NAPHTHYLAMINE,143.1899,300.8,
134-62-3,"DEET [N,N,-DIET-3-ME BENZAMIDE]",191.2754,290,
134-81-6,BENZIL,210.2346,347,
134-85-0,"Methanone, (4-chlorophenyl)phenyl-",216.6691,332,
135-00-2,"METHANONE, PHENYL-2-THIENYL-",188.2498,300,
135-01-3,O-DIETHYLBENZENE,134.2231,184,
135-02-4,"BENZALDEHYDE, 2-METHOXY-",136.1518,243.5,
135-19-3,2-NAPHTHOL,144.1747,285,
135-88-6,N-PHENYL-2-NAPHTHYLAMINE,219.2887,395.5,
135-97-7,Pseudotropine,141.2149,241,
135-98-8,SEC-BUTYLBENZENE,134.2231,173.5,
136-23-2,Zinc dibutyldithiocarbamate,474.127,296,Aldrich (1998)
136-60-7,BUTYL BENZOATE,178.233,250.3,
136-77-6,4-HEXYLRESORCINOL,194.2761,334,Merck Index
136-80-1,"Ethanol, 2- (2-methylphenyl)amino -",151.2101,285.5,
137-06-4,2-METHYLBENZENETHIOL,124.2058,195,
137-07-5,O-AMINOTHIOPHENOL,125.1934,234,
137-17-7,"2,4,5-Trimethylaniline",135.2107,234.5,
137-19-9,"1,3-Benzenediol, 4,6-dichloro-",179.0036,254,
137-32-6,2-METHYL-1-BUTANOL,88.1508,128,
137-43-9,"Cyclopentane, bromo-",149.0315,137.5,
138-22-7,BUTYL LACTATE,146.1878,186,
138-86-3,LIMONENE,136.239,176,
138-87-4,BETA-TERPINEOL,154.2544,210,
139-65-1,"4,4'-THIODIANILINE",216.3068,361,
139-66-2,DIPHENYLSULFIDE,186.2775,296,
139-87-7,"Ethanol, 2,2'-(ethylimino)bis-",133.1919,247,
140-10-3,"2-PROPENOIC ACID, 3-PHENYL-, (E)-",148.1629,300,
140-11-4,BENZYL ACETATE,150.1789,213,
140-29-4,PHENYLACETONITRILE,117.1517,233.5,
140-31-8,1-Piperazineethanamine,129.2065,220,
140-39-6,P-TOLYLACETATE,150.1789,212.5,
140-67-0,"Benzene, 1-methoxy-4-(2-propenyl)-",148.2065,215.5,
140-76-1,2-METHYL-5-VINYLPYRIDINE,119.1676,181,
140-80-7,"1,4-Pentanediamine, N1,N1-diethyl-",158.2891,201,
140-82-9,"Ethanol, 2- 2-(diethylamino)ethoxy -",161.2461,221.5,
140-88-5,ETHYL ACRYLATE,100.1183,99.4,
141-02-6,2-Ethylhexyl fumarate,340.5075,300,CHEM INSPECT TESTING INST (1992)
141-03-7,"Butanedioic acid, dibutyl ester",230.3067,274.5,
141-04-8,DIISOBUTYL ADIPATE,258.3609,279,
141-05-9,DIETHYL MALEATE,172.1824,223,
141-06-0,"PENTANOIC ACID, PROPYL ESTER",144.2155,167.5,
141-12-8,NERYL ACETATE,196.292,235,
141-22-0,12-HYDROXY-9-OCTADECENOIC ACID (CIS),298.4699,245      ,
141-27-5,"2,6-Octadienal, 3,7-dimethyl-, (E)-",152.2384,229,
141-28-6,DIETHYLHEXANEDIOATE,202.2526,245,
141-32-2,BUTYL ACRYLATE,128.1725,145,
141-43-5,ETHANOLAMINE,61.0842,171,
141-57-1,PROPYLTRICHLOROSILANE,177.5342,123.5,
141-59-3,T-OCTYL MERCAPTAN,146.2967,160,Hawley; avg
141-62-8,DECAMETHYLTETRASILOXANE,310.6928,194,
141-63-9,DODECAMETHYLPENTASILOXANE,384.8483,232,
141-75-3,Butanoyl chloride,106.5528,102,
141-78-6,ETHYL ACETATE,88.1072,77.1,
141-79-7,MESITYL OXIDE,98.146,130,
141-86-6,"2,6-Pyridinediamine",109.1316,285,
141-91-3,"Morpholine, 2,6-dimethyl-",115.1766,146.6,
141-93-5,M-DIETHYLBENZENE,134.2231,181.1,
141-97-9,ACETOACETIC ESTER,130.1448,180.8,
142-08-5,2-HYDROXYPYRIDINE,95.1017,280,
142-25-6,"1,2-ETHANEDIAMINE, N,N,N'-TRIMETHYL-",102.1807,117,
142-28-9,"1,3-DICHLOROPROPANE",112.9873,120.9,
142-29-0,CYCLOPENTENE,68.1195,44.2,
142-30-3,"2,5-DIMETHYL-3-HEXYNE-2,5-DIOL",142.1996,205,
142-50-7,"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-",222.3739,276,
142-60-9,"Propanoic acid, octyl ester",186.2968,228,
142-61-0,Hexanoyl chloride,134.607,153,
142-62-1,HEXANOIC ACID,116.1613,205.2,
142-68-7,TETRAHYDROPYRAN,86.1349,88,
142-82-5,N-HEPTANE,100.2056,98.5,CRC Handbook
142-83-6,"2,4-HEXADIENAL",96.1301,174,
142-84-7,DIPROPYLAMINE,101.1932,109.3,CRC Handbook
142-92-7,N-HEXYL ACETATE,144.2155,171.5,
142-96-1,DI-N-BUTYL ETHER,130.2321,140.8,CRC Handbook
143-07-7,DODECANOIC ACID,200.3239,298.9,
143-08-8,1-NONANOL,144.2592,213.3,
143-10-2,1-DECANETHIOL,174.3508,240.6,
143-13-5,"Acetic acid, nonyl ester",186.2968,210,
143-15-7,1-BROMO-N-DODECANE,249.2371,276,
143-16-8,"1-Hexanamine, N-hexyl-",185.3557,236,
143-22-6,TRIETHYLENE GLYCOL BUTYL ETHER,206.2844,278,CRC
143-24-8,"2,5,8,11,14-Pentaoxapentadecane",222.2838,275.3,
143-27-1,N-HEXADECYLAMINE,241.4641,322.5,
143-28-2,OLEYL ALCOHOL (CIS),254.4599,334,
144-19-4,"2,2,4-TRIMETHYL-1,3-PENTANEDIOL",146.2315,232,
144-49-0,FLUOROACETIC ACID,78.0434,168,
144-79-6,"Silane, chloromethyldiphenyl-",232.7876,295,
147-47-7,"1,2-Dihydro-2,2,4-trimethylquinoline",173.2601,260,"LIDE, DR ET AL. (1994)"
147-82-0,"Benzenamine, 2,4,6-tribromo-",329.8175,300,
148-24-3,8-QUINOLINOL,145.1622,267,
148-53-8,O-VANILLIN,152.1512,265.5,
149-32-6,ERYTHRITOL,122.1219,330.5,
149-57-5,"HEXANOIC ACID, 2-ETHYL-",144.2155,228,CRC Handbook
149-73-5,TRIMETHOXYMETHANE,106.1225,104,
149-74-6,DICHLOROMETHYLPHENYLSILANE,191.1338,206.5,
150-19-6,M-METHOXYPHENOL,124.1406,244,
150-46-9,TRIETHYL BORATE,145.9957,120,
150-76-5,P-METHOXYPHENOL,124.1406,243,
150-77-6,"1,2-Ethanediamine, N,N,N',N'-tetraethyl-",172.3162,192,
150-78-7,P-DIMETHOXYBENZENE,138.1677,212.6,
151-10-0,M-DIMETHOXYBENZENE,138.1677,217.5,
151-18-8,"Propanenitrile, 3-amino-",70.0947,185,
151-19-9,"3-Octanol, 3,6-dimethyl-",158.2862,202.2,
151-56-4,AZIRIDINE,43.0689,56,
151-67-7,HALOTHANE,197.3825,50.2,
156-10-5,4-NITROSO-N-PHENYLBENZENAMINE,198.2263,292,
156-34-3,"BENZENEETHANAMINE, A-METHYL-, (R)-",135.2107,203,
156-43-4,P-ETHOXYANILINE,137.183,254,
156-59-2,"1,2-DICHLOROETHENE (CIS)",96.9442,60.1,
156-60-5,"1,2-DICHLOROETHENE (TRANS)",96.9442,48.7,
156-87-6,PROPANOLAMINE,75.1113,187.5,
157-40-4,SPIROPENTANE,68.1195,39,
180-43-8,SPIRO[5.5]UNDECANE,152.2821,207,
185-94-4,BICYCLO(2.1.0)PENTANE,68.1195,45.5,
187-26-8,"TRICYCLO(4.1.0.2,4)HEPTANE",94.1578,105,
191-07-1,CORONENE,300.3632,525,
191-24-2,BENZO(GHI)PERYLENE,276.3409,>500,
193-39-5,"INDENO(1,2,3-CD)PYRENE",276.3409,536,
203-64-5,"4,5-METHYLENEPHENANTHRENE",190.247,353,
205-25-4,7H-Benzo[c]carbazole,217.2728,448,
206-44-0,FLUORANTHENE,202.2581,384,
207-08-9,BENZO(K)FLUORANTHENE,252.3186,480,
208-96-8,ACENAPHTHYLENE,152.1976,280,
213-46-7,PICENE,278.3569,519,
215-58-7,"1,2,3,4-DIBENZANTHRACENE",278.3569,524,
217-59-4,TRIPHENYLENE,228.2963,425,
218-01-9,CHRYSENE,228.2963,448,
229-87-8,PHENANTHRIDINE,179.2234,349,
230-27-3,BENZO(H)QUINOLINE,179.2234,339,
230-46-6,"1,7-PHENANTHROLINE",180.211,360,
238-84-6,11H-BENZO(A)FLUORENE,216.2852,405,
253-52-1,PHTHALAZINE,130.1504,316,
253-82-7,QUINAZOLINE,130.1504,241,
254-87-5,"1,2,4-BENZOTRIAZINE",131.138,237.5,
260-94-6,ACRIDINE,179.2234,345.5,
261-31-4,Thioxanthene,198.2886,341,
271-44-3,INDAZOLE,118.1393,269,
271-58-9,BENZISOXAZOLE,119.124,215,
271-89-6,BENZOFURAN,118.1364,174,
272-16-2,"1,2-BENZISOTHIAZOLE",135.1886,220,
273-13-2,"2,1,3-BENZOTHIADIAZOLE",138.1921,203,
273-53-0,BENZOXAZOLE,119.124,182.5,
274-09-9,"1,3-BENZODIOXOLE",122.1247,172.5,
274-40-8,INDOLIZINE,117.1517,205,
278-06-8,Quadricyclane,92.1418,112,
279-23-2,BICYCLO(2.2.1.)HEPTANE,96.1737,105.3,
280-57-9,"1,4-DIAZABICYCLO(2,2,2)OCTANE  (DABCO)",112.1759,174      ,Merck Index (2001)
280-65-9,BICYCLO[3.3.1]NONANE,124.2279,169.5,
285-67-6,6-Oxabicyclo 3.1.0 hexane,84.1189,102,
286-08-8,BICYCLO(4.1.0)HEPTANE,96.1737,116.5,
286-18-0,7-AZABICYCLO[4.1.0]HEPTANE,97.1613,150,
286-20-4,7-Oxabicyclo 4.1.0 heptane,98.146,131.5,
287-23-0,CYCLOBUTANE,56.1084,12.6,
287-27-4,THIACYCLOBUTANE,74.1453,95,
287-92-3,CYCLOPENTANE,70.1355,49.3,
288-13-1,PYRAZOLE,68.0787,187,
288-14-2,ISO-OXAZOLE,69.0635,95,
288-32-4,IMIDAZOLE,68.0787,257,
288-36-8,"2H-1,2,3-TRIAZOLE",69.0663,204,
288-42-6,OXAZOLE,69.0635,69.5,
288-47-1,THIAZOLE,85.1281,118,
289-80-5,PYRIDAZINE,80.0899,208,
289-95-2,PYRIMIDINE,80.0899,123.8,
290-37-9,PYRAZINE,80.0899,115,
290-87-9,SYM-TRIAZINE,81.0775,114,
291-64-5,CYCLOHEPTANE,98.1896,118.4,
292-64-8,CYCLOOCTANE,112.2167,149,
293-96-9,CYCLODECANE,140.2709,202,
294-62-2,CYCLODODECANE,168.3251,247,
298-18-0,"1,2:3,4-DIEPOXYBUTANE DL",86.0912,144,
299-42-3,"(1R,2S)-(-)-EPHEDRINE",165.2372,255,
300-57-2,ALLYLBENZENE,118.1801,156,
300-62-9,ALPHA-METHYLPHENETHYLAMINE,135.2107,203,
300-87-8,"Isoxazole, 3,5-dimethyl-",97.1176,143,
301-04-2,LEAD ACETATE,327.296,1740     ,
302-01-2,HYDRAZINE,32.0453,113.5,
302-17-0,CHORAL HYDRATE,165.404,98       ,
303-04-8,"2-BUTENE, 2,3-DICHLORO-1,1,1,4,4,4-HEXAFLUORO-",232.941,68.5,
306-83-2,"1,1,1-TRIFLUORO-2,2-DICHLOROETHANE",152.9315,27,
306-91-2,TETRACOSAFLUOROTETRADECAHYDROPHENANTHRENE,624.1177,210,
306-92-3,"Naphthalene,heptadecafluorodecahydro-1-(CF3)",512.0907,161,
306-94-5,"Naphthalene, octadecafluorodecahydro-",462.0827,142,
306-98-9,"Decafluoro-5,6-bis-trifluoromethyl cyclohexane",400.0636,101.5,
307-30-2,Pentadecafluoro-1-octanol,400.0885,161,
307-34-6,"Octane, octadecafluoro-",438.0604,105.9,
307-43-7,1-Bromo-perfluorodecane,598.9819,198,
307-55-1,Perfluorododecanoic acid,614.1038,249,
308-24-7,Undecafluorocyclohexane,282.0573,62.0,
308-48-5,Perfluorobutyl ether,454.0598,102,
311-89-7,HEPTACOSAFLUOROTRIBUTYLAMINE,671.0973,178,
313-72-4,Octafluoronaphthalene,272.0987,209,
315-14-0,"1,3,5-Trifluoro-2-nitrobenzene",177.0835,183.5,
319-84-6,ALPHA-HEXACHLOROCYCLOHEXANE,290.8327,288,
319-88-0,"BENZENE, 1,3,5-TRICHLORO-2,4,6-TRIFLUORO-",235.4211,198.4,
320-60-5,"2,4-DICHLORO(TRIFLUOROMETHYL)BENZENE",215.0032,177.52,
321-28-8,2-FLUOROANISOLE,126.1316,154.5,
321-38-0,1-FLUORONAPHTHALENE,146.1657,215,
321-60-8,"1,1'-Biphenyl, 2-fluoro-",172.2039,248,
321-98-2,"Benzenemethanol, alpha-((1R)-1-(methylamino)ethy",165.2372,225,"LIDE,DR ET AL. (1994)"
323-09-1,"NAPHTHALENE, 2-FLUORO-",146.1657,212,
324-74-3,4-FLUOROBIPHENYL,172.2039,253,
326-62-5,"Benzeneacetonitrile, 2-fluoro-",135.1421,232,
327-54-8,"1,2,4,5-TETRAFLUOROBENZENE",150.0764,90.2,
328-84-7,"3,4-DICHLOROBENZOTRIFLUORIDE",215.0032,173.5,
329-99-7,Cyclohexyl methylphosphonofluoridate,180.1606,239,Augerson (2000)
332-25-2,4-(TRIFLUOROMETHOXY)BENZONITRILE,187.1224,192.5,
332-77-4,"Furan, 2,5-dihydro-2,5-dimethoxy-",130.1448,161,
333-36-8,Flurothyl,182.0663,63.9,
334-48-5,DECANOIC ACID,172.2697,268.7,
334-56-5,1-FLUORODECANE,160.2773,186.2,
334-88-3,DIAZOMETHANE,42.0405,-23,
335-27-3,Perfluorodimethylcyclohexane,400.0636,102,
335-36-4,"Furan, 2,2,3,3,4,4,5-heptafluorotetrahydro-5-(no",416.063,102.6,
335-44-4,"Butane, 2,2,3-trichloro-1,1,1,3,4,4,4-heptafluor",287.3924,98,
335-48-8,"1,4-Dibromooctafluorobutane",359.8398,97,
335-56-8,1-Bromo-tridecafluorohexane,398.9501,98,
335-57-9,PERFLUOROHEPTANE,388.0525,82.5,
335-58-0,"Heptane, pentadecafluoro-7-iodo-",495.9585,137.5,
335-67-1,Perfluorooctanoic Acid,414.072,189,Aldrich (1998)
336-19-6,"1,2-DiCL-3,3,4,4,5,5,6,6-octafluoro-cyclohexane",294.9601,113,
336-59-4,"Butanoic acid, heptafluoro-, anhydride",410.065,106.5,
338-75-0,"Propane, 2,3-dichloro-1,1,1-trifluoro-",166.9586,76.9,"LIDE,DR ET AL. (1994)"
338-83-0,"1-Propanamine, 1,1,2,2,3,3,3-heptafluoro-N,N-bis",521.0734,130,
344-04-7,BROMOPENTAFLUOROBENZENE,246.9629,137,
344-07-0,CHLOROPENTAFLUOROBENZENE,202.5119,117.9,
348-51-6,1-CHLORO-2-FLUOROBENZENE,130.5502,137.6,
348-52-7,"Benzene, 1-fluoro-2-iodo-",222.0016,188.6,
348-54-9,2-FLUOROANILINE,111.1198,175,
349-76-8,3'-(Trifluoromethyl)acetophenone,188.1507,199,
350-03-8,3-ACETYLPYRIDINE,121.1399,220,
350-46-9,4-FLUORONITROBENZENE,141.1027,205,
350-50-5,BENZYL FLUORIDE,110.1322,140,
350-90-3,"Cinnamic acid, alpha-fluoro-",166.1533,290,"LIDE,DR ET AL. (1994)"
352-32-9,P-FLUOROTOLUENE,110.1322,116.6,
352-33-0,P-CHLOROFLUOROBENZENE,130.5502,130,
352-34-1,"Benzene, 1-fluoro-4-iodo-",222.0016,183,
352-61-4,"5,5,5-TRIFLUORO-1-PENTANOL",142.1221,147.75,
352-70-5,M-FLUOROTOLUENE,110.1322,115,
352-91-0,1-bromo-3-fluoropropane,140.9837,101.4,
352-93-2,DIETHYLSULFIDE,90.1883,92.1,
353-36-6,FLUOROETHANE,48.0606,-37.6,
353-50-4,CARBONIC DIFLUORIDE,66.0074,-84.5,
353-54-8,"Methane, tribromofluoro-",270.7215,108,
353-55-9,dibromochlorofluoromethane,226.2706,80.3,
353-58-2,"METHANE, BROMODICHLOROFLUORO-",181.8195,52,
353-59-3,BROMOCHLORODIFLUOROMETHANE,165.3649,-3.7,
353-82-2,"ACETONITRILE, DICHLOROFLUORO-",127.9334,33,
353-83-3,"1,1,1-trifluoro-2-iodoethane",209.9378,54.5,
353-85-5,"Acetonitrile, trifluoro-",95.0242,-68.8,
354-04-1,"Ethane, 1,2-dibromo-1,1,2-trifluoro-",241.8335,76,
354-06-3,"Ethane, 1-bromo-2-chloro-1,1,2-trifluoro-",197.3825,52.5,
354-11-0,"Ethane, 1,1,1,2-tetrachloro-2-fluoro-",185.8407,116.5,
354-12-1,"1,1,1-trichloro-2,2-difluoropropane",183.4132,73,
354-14-3,"Ethane, 1,1,2,2-tetrachloro-1-fluoro-",185.8407,116,
354-15-4,"1,2-Dichloro-1,2,2-trifluoroethane",169.3861,72.5,
354-21-2,"1,1-Difluoro-1,2,2-trichloroethane",169.3861,71.9,
354-23-4,"Ethane, 1,2-dichloro-1,1,2-trifluoro-",152.9315,29.5,
354-25-6,"ETHANE, 1-CHLORO-1,1,2,2-TETRAFLUORO-",136.4769,-10,
354-32-5,Trifluoroacetyl chloride,132.4699,-27,
354-33-6,"1,1,1,2,2-PENTAFLUOROETHANE",120.0223,-48.5,
354-34-7,Trifluoroacetyl fluoride,116.0153,-59,
354-38-1,TRIFLUOROACETAMIDE,113.0395,162.5,
354-51-8,"1,2-dibromo-1-chloro-1,2,2-trifluoroethane",276.2785,93,
354-55-2,Bromopentafluoroethane,198.9183,-21,
354-56-3,pentachlorofluoroethane,220.2857,135,
354-58-5,"1,1,1-TRICHLORO-2,2,2-TRIFLUOROETHANE",187.3765,46.1,
354-61-0,"1,2-Dichloro-1,2,2-trifluoro iodoethane",278.8279,99,
354-64-3,"Ethane, pentafluoroiodo-",245.9187,13,Aldrich (1998)
354-65-4,"1,1,2,2-Tetrafluoro-1,2-diiodoethane",353.8247,112,
354-88-1,Perfluoroethanesulfonic Acid,200.0845,178,
354-92-7,"1,1,1,2,3,3,3-Heptafluoro-2-trifluoroMe-propane",238.0286,0,
355-02-2,PERFLUOROMETHYLCYCLOHEXANE,350.0557,76.3,
355-04-4,Undecafluoro-4-trifluoromethyl-pentane,338.0445,57.6,
355-20-4,"BUTANE, 2,3-DICHLORO-1,1,1,2,3,4,4,4-OCTAFLUORO-",270.9378,63,
355-25-9,DECAFLUOROBUTANE,238.0286,-1.9,
355-42-0,PERFLUORO-N-HEXANE,338.0445,56.6,
355-43-1,"Hexane, tridecafluoro-6-iodo-",445.9505,118,
355-46-4,Perfluorohexane-1-sulfonic Acid,400.1163,238.5,
355-63-5,Tetradecafluoro-hept-1-ene,350.0557,81.0,
355-68-0,PERFLUOROCYCLOHEXANE,300.0477,50.6,
355-75-9,Decafluorocyclohexene,262.0509,52.0,
355-80-6,"1-Pentanol, 2,2,3,3,4,4,5,5-octafluoro-",232.0742,140.5,
356-16-1,"ETHANE, 1,1,2,2-TETRAFLUORO-1,2-DINITRO-",192.0269,58.5,
356-18-3,"1,2-Dichloro-1,2,3,3,4,4-hexafluorocyclobutane",232.941,59.5,"Lide, DR ET AL. (1994)"
356-24-1,"Butanoic acid, heptafluoro-, methyl ester",228.0673,80,
356-27-4,"Butanoic acid, heptafluoro-, ethyl ester",242.0944,95,
356-42-3,"Propanoic acid, pentafluoro-, anhydride",310.0491,73,
356-48-9,Perfluoro-2-ethyltetrahydrofuran,316.0471,56,
358-06-5,Difluorodiethyl silane,124.2071,61,
358-43-0,TRIETHYLFLUOROSILANE,134.2709,110,
358-99-6,"ETHYLENE, 1-BROMO-1,2-DIFLUORO-",142.9311,19,
359-07-9,"2-Bromo-1,1-difluoroethane",144.947,57.3,
359-10-4,"CHLORO-1,1-DIFLUOROETHYLENE",98.4801,-18.5,
359-11-5,TRIFLUOROETHENE,82.0255,-51,
359-13-7,"2,2-DIFLUOROETHANOL",82.0504,95.5,
359-28-4,"ETHANE, 1,1,2-TRICHLORO-2-FLUORO-",151.3956,102,
359-29-5,CHLOROTRIFLUOROETHENE,116.4705,71,
359-35-3,"1,1,2,2-Tetrafluoroethane",102.0318,-19.9,
359-37-5,"ETHENE, TRIFLUOROIODO-",207.9219,30,
359-70-6,Perfluoro-tri-n-ethylamine,371.0496,70.3,"LIDE,DR ET AL. (1994)"
360-89-4,OCTAFLUORO-2-BUTENE,200.0318,1.5,
363-72-4,PENTAFLUOROBENZENE,168.0669,85.7,
364-74-9,"BENZENE, 1,4-DIFLUORO-2-NITRO-",159.0931,206.5,
366-18-7,"2,2-BIPYRIDINE",156.1887,273.5,
367-11-3,"1,2-DIFLUOROBENZENE",114.0956,94,
367-12-4,O-FLUOROPHENOL,112.1046,151.5,
367-21-5,3-CHLORO-4-FLUOROANILINE,145.5649,227.5,
367-23-7,"BENZENE, 1,2,4-TRIFLUORO-",132.086,90,
367-25-9,"2,4-DIFLUOROANILINE",129.1103,170,
367-57-7,"2,4-Pentanedione, 1,1,1-trifluoro-",154.0896,106,
368-43-4,Benzenesulfonyl fluoride,160.1679,203.5,
368-47-8,Trifluorophenyl silane,162.188,101.5,
368-66-1,"2,4,6-Tris-(trifluoromethyl)-1,3,5-triazine",285.0726,95.5,
368-77-4,"A,A,A-TRIFLUOR-M-TOLUNITRIL",171.123,189,
368-98-9,"Borane, difluorophenyl-",125.9146,98,
371-40-4,4-FLUOROANILINE,111.1198,182,
371-41-5,P-FLUOROPHENOL,112.1046,185.5,
371-62-0,2-FLUOROETHANOL,64.06,103.5,
372-18-9,M-DIFLUOROBENZENE,114.0956,82.6,
372-19-0,3-FLUOROANILINE,111.1198,188,
372-20-3,M-FLUOROPHENOL,112.1046,178,
372-31-6,"Butanoic acid, 4,4,4-trifluoro-3-oxo-, ethyl est",184.1161,133,
372-38-3,"1,3,5-TRIFLUOROBENZENE",132.086,75.5,
372-46-3,"Cyclohexane, fluoro-",102.153,101,
372-47-4,3-FLUOROPYRIDINE,97.0927,107.5,
372-48-5,2-FLUOROPYRIDINE,97.0927,127,
372-64-5,"DISULFIDE, BIS(TRIFLUOROMETHYL)",202.1407,34.6,
373-14-8,1-FLUOROHEXANE,104.1689,91.5,
373-44-4,"1,8-OCTANEDIAMINE",144.262,225,
373-52-4,"METHANE, BROMOFLUORO-",112.9295,19,
373-53-5,Fluoroiodomethane,159.9299,53.4,
373-80-8,"SULFUR, PENTAFLUORO(TRIFLUOROMETHYL)-, (OC-6-21)",196.0624,-20,
374-01-6,"1,1,1-TRIFLUORO-2-PROPANOL",114.0679,75.5,
374-07-2,"1,1-DICHLORO-1,2,2,2-TETRAFLUOROETHANE",170.9219,4,
374-25-4,"1-BUTENE, 4-BROMO-3-CHLORO-3,4,4-TRIFLUORO-",223.4207,99.5,
374-40-3,Pentafluorobutanol-2,164.0759,84,
374-76-5,"Perfluoro-1,3,5-trimethylcyclohexane",450.0716,125,
374-77-6,"1,4-bis(trifluoromethyl)-decafluorocyclohexane",400.0636,100.5,
375-01-9,"2,2,3,3,4,4,-HEPTAFLUOROBUTANOL",200.0567,95,
375-16-6,"Butanoyl chloride, heptafluoro-",232.4858,38.5,
375-22-4,"Butanoic acid, heptafluoro-",214.0402,121,
375-34-8,"Butane, 2,2,3,3-tetrachlorohexafluoro-",303.847,131,"LIDE,DR ET AL. (1994)"
375-50-8,"1,4-Diiodo octafluorobutane",453.8406,150,
375-72-4,Perfluoro-1-butanesulfonyl fluoride,302.0914,64,
375-73-5,Perfluorobutane-1-sulfonic Acid,300.1004,211,
375-83-7,1-HYDRO-PENTADECAFLUOROHEPTANE,370.062,96.0,
375-85-9,"Heptanoic acid, tridecafluoro-",364.064,177,
375-88-2,"Heptane, 1-bromopentadecafluoro-",448.9581,118,
375-96-2,Perfluorononane,488.0684,123,
376-27-2,"Octanoic acid, pentadecafluoro-, methyl ester",428.0991,158,
376-68-1,Hexafluoroglutaric anhydride,222.0444,72,
378-75-6,"Propanoic acid, pentafluoro-, methyl ester",178.0593,59.5,
381-61-3,"1,3-BUTADIENE, 2-FLUORO-",72.0829,12,
381-73-7,"Acetic acid, difluoro-",96.0338,133,
382-21-8,Perfluoroisobutylene,200.0318,0.5,"LIDE,DR ET AL. (1994)"
382-28-5,Perfluoro-4-methylmorpholine,299.0443,51,
382-31-0,"2,2,3,4,4,4-Hexafluoro-1-butanol",182.0663,117,
383-63-1,TRIFLUOROETHYL ACETATE,142.0785,61,
383-90-4,"Boranediamine, 1-fluoro-N,N,N',N'-tetramethyl-",117.963,106,
384-22-5,1-NO2 2-CF3 BENZENE,191.1106,217,
389-40-2,"Benzene, pentafluoromethoxy-",198.0934,138.5,
392-56-3,HEXAFLUOROBENZENE,186.0573,80.2,
392-83-6,"Benzene, 1-bromo-2-(trifluoromethyl)-",225.0091,167.5,
392-85-8,1-FLUORO-2-TRIFLUOROMETHYLBENZENE,164.1035,114.5,
393-52-2,"Benzoyl chloride, 2-fluoro-",158.5607,206,Sax
398-23-2,"4,4'-DIFLUOROBIPHENYL",190.1944,254.5,
400-52-2,"ACETIC ACID, TRIFLUORO-, 1,1-DIMETHYLETHYL ESTER",170.1326,83,
401-56-9,"Acetic acid, chlorofluoro-, ethyl ester",140.5426,129,
401-78-5,"Benzene, 1-bromo-3-(trifluoromethyl)-",225.0091,151.5,
401-80-9,Trifluoromethyl-3-fluorobenzene,164.1035,101.5,
402-31-3,"BENZENE, 1,3-BIS(TRIFLUOROMETHYL)-",214.1115,116,
402-43-7,"Benzene, 1-bromo-4-(trifluoromethyl)-",225.0091,160,
402-44-8,"Benzene, 1-fluoro-4-(trifluoromethyl)-",164.1035,103.5,
402-67-5,3-FLUORONITROBENZENE,141.1027,199,
403-42-9,4-FLUOROACETOPHENONE,138.1428,196,
403-54-3,"BENZONITRILE, 3-FLUORO-",121.115,182.5,
404-72-8,"Benzene, 1-fluoro-3-isothiocyanato-",153.179,227,
406-58-6,HFC-365mfc,148.0765,40,
406-78-0,CF3-CH2-O-CF2-CF2H,200.0567,56.2,
406-90-6,FLUROXENE,126.0791,42.5     ,
407-25-0,TRIFLUOROACETIC ANHYDRIDE,210.0332,39.5,
