CAS,Name,Mol Wt,Melt Pt (deg C),Reference
103-86-6,p-Hydroxyamphetamine,151.2101,125.5,"LIDE,DR ET AL (1994)"
103-88-8,4-BROMOACETANILIDE,214.0631,168,
103-89-9,4-METHYLACETANILIDE,149.1941,152,
103-90-2,"ACETAMIDE, N-(4-HYDROXYPHENYL)",151.1664,170,
103-97-9,Phenocoll,194.2353,100.5,
103-99-1,N-STEAROYL-P-AMINOPHENOL,375.5999,133.8,
104-01-8,P-METHOXYPHENYLACETIC ACID,166.1783,87,
104-03-0,P-NITROPHENYLACETIC ACID,181.1493,154,
104-04-1,4-NITROACETANILIDE,180.1646,216,
104-06-3,Thiacetazone,236.2973,225 dec,
104-07-4,"Octadecanoic acid, cyclohexyl ester",366.633,44,
104-09-6,"Benzeneacetaldehyde, 4-methyl-",134.1795,40,
104-10-9,P-AMINOPHENYLETHANOL,137.183,109,
104-12-1,1-CHLORO-4-ISOCYANATOBENZENE,153.569,30,
104-15-4,P-TOLUENESULFONIC ACID,172.204,104.5,
104-20-1,"2-Butanone, 4-(4-methoxyphenyl)-",178.233,8,ALDRICH (2000)
104-21-2,"Benzenemethanol, 4-methoxy-, acetate",180.2053,84,
104-22-3,"Benzenesulfonamide, 4-[(phenylmethyl)amino]-",262.3327,171,
104-28-9,"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethoxy",250.2972,-25,
104-29-0,Chlorphenesin,202.6392,78,
104-36-9,"Benzene, 1,4-dibutoxy-",222.3302,45.5,
104-40-5,P-NONYLPHENOL,220.3579,42,
104-42-7,P-DODECYLANILINE,261.4545,40.5,
104-46-1,ANETHOLE,148.2065,21.3,
104-49-4,"Benzene, 1,4-diisocyanato-",160.1333,96-99,ALDRICH (2000)
104-51-8,N-BUTYLBENZENE,134.2231,-87.9,
104-53-0,Benzenepropanal,134.1795,47,
104-54-1,CINNAMYL ALCOHOL,134.1795,33        ,
104-55-2,3-PHENYL-2-PROPENAL,132.1635,-7.5      ,
104-60-9,"Mercury, (9-octadecenoato-kappaO)phenyl-",559.1593,45,Ullmann On-Line.
104-65-4,"2-Propen-1-ol, 3-phenyl-, formate",162.19,0,"LIDE,DR (2001)"
104-66-5,"1,2-DIPHENOXYETHANE",214.2665,98,
104-72-3,1-PHENYLDECANE,218.3856,-14.4,
104-75-6,2-ETHYLHEXYLAMINE,129.2473,-76,
104-76-7,2-ETHYL-1-HEXANOL,130.2321,-70,
104-80-3,"2,5-Tetrahydrofurandimethanol",132.1607,<-50,
104-81-4,"Benzene, 1-(bromomethyl)-4-methyl-",185.0649,35,
104-82-5,P-(CHLOROMETHYL)TOLUENE,140.6139,< 25,
104-83-6,"BENZENE, 1-CHLORO-4-(CHLOROMETHYL)-",161.0319,31,
104-84-7,"BENZENEMETHANAMINE, 4-METHYL-",121.1836,12.5,
104-85-8,4-METHYLBENZONITRILE,117.1517,29.5,
104-87-0,P-TOLUALDEHYDE,120.1524,-6,
104-88-1,4-CHLOROBENZALDEHYDE,140.5703,47.5,
104-90-5,5-ETHYL-2-METHYLPYRIDINE,121.1836,-70.9,
104-91-6,P-NITROSOPHENOL,123.1123,144 dec,
104-92-7,4-BROMOANISOLE,187.0372,13.5,
104-93-8,P-METHYLANISOLE,122.1683,-32,
104-94-9,4-METHOXYANILINE,123.1559,57.2,
104-98-3,"2-Propenoic acid, 3-(1H-imidazol-4-yl)-",138.1269,225.0,
105-03-3,Nonanedioic acid bis-(2-ethyl-butyl) ester,356.5505,-45,
105-05-5,P-DIETHYLBENZENE,134.2231,-42.83,
105-06-6,"Benzene, 1,4-diethenyl-",130.1912,31,
105-07-7,"Benzonitrile, 4-formyl-",131.1352,100.5,
105-08-8,"1,4-Cyclohexanedimethanol",144.2155,41-61,HAWLEY (1977)
105-11-3,"2,5-CYCLOHEXADIENE-1,4-DIONE, DIOXIME",138.1269,243 dec,
105-13-5,P-METHOXYBENZYL ALCOHOL,138.1677,25,
105-20-4,Betazole,111.1476,< 25,
105-29-3,1-Pentol,96.1301,< 25,
105-31-7,1-HEXYN-3-OL,98.146,-80,
105-34-0,METHYL CYANOACETATE,99.09,-22.5,
105-37-3,ETHYL PROPIONATE,102.1343,-73.9,
105-38-4,VINYL PROPIONATE,100.1183,-80,
105-39-5,ETHYL CHLOROACETATE,122.5522,-21,
105-45-3,METHYL ACETOACETATE,116.1177,27.5,
105-46-4,S-BUTYLACETATE,116.1613,-98.9,
105-53-3,DIETHYL MALONATE,160.1713,-50,
105-54-4,ETHYLBUTYRATE,116.1613,-98,
105-55-5,"N,N-DIETHYLTHIOUREA",132.2288,78,
105-56-6,ETHYL CYANOACETATE,113.117,-22.5,
105-57-7,"1,1-DIETHOXYETHANE",118.1773,-100,
105-58-8,DIETHYL CARBONATE,118.1337,-43,
105-59-9,N-METHYLDIETHANOLAMINE,119.1649,-21,
105-60-2,CAPROLACTAM,113.1607,69.3,
105-64-6,DIISOPROPYL PEROXY DICARBONATE,206.1972,10,
105-65-7,"Thioperoxydicarbonic acid (((HO)C(S))2S2), bis(1",270.4556,54-56,ALDRICH (2000)
105-66-8,N-PROPYLBUTYRATE,130.1884,-95.2,
105-67-9,"2,4-DIMETHYLPHENOL",122.1683,24.5,
105-72-6,"Butanoic acid, 1,2-ethanediyl ester",202.2526,-80,
105-74-8,"Peroxide, bis(1-oxododecyl)",398.6318,49,
105-76-0,DIBUTYL MALEATE,228.2908,-85,
105-81-7,"Thiourea, N-(2-hydroxyethyl)-N'-2-propenyl-",160.2393,77-79,ALDRICH (2000)
105-87-3,GERANIOL ACETATE,196.292,< 25,
105-92-0,Rhodopin,554.9077,171,
105-99-7,"Hexanedioic acid, dibutyl ester",258.3609,-32.4,
106-02-5,Exaltolide,240.3892,32,
106-07-0,"Octadecanoic acid, 2- 2- 2-(2-hydroxyethoxy)etho",460.7007,40,
106-19-4,"Hexanedioic acid, dipropyl ester",230.3067,-15.7,
106-20-7,Di-(2-ethylhexyl)amine,241.4641,-60,ChemFinder (2005)
106-22-9,"3,7-DIMETHYL-6-OCTEN-1-OL",156.2703,< 25,
106-24-1,GERANIOL,154.2544,<-15,
106-25-2,"2,6-Octadien-1-ol, 3,7-dimethyl-, (Z)-",154.2544,<-15,
106-27-4,ISOPENTYL BUTANOATE,158.2426,-73.2,
106-30-9,ETHYL HEPTANOATE,158.2426,-66.1,
106-31-0,BUTYRIC ANHYDRIDE,158.199,-75,
106-32-1,ETHYL OCTANOATE,172.2697,-43.1,
106-33-2,ETHYL LAURATE,228.3781,-10,
106-34-3,QUINHYDRONE,218.2111,171       ,
106-35-4,3-HEPTANONE,114.189,-39,CRC Handbook
106-36-5,N-PROPYLPROPIONATE,116.1613,-75.9,
106-37-6,"1,4-DIBROMOBENZENE",235.9068,87.3,
106-38-7,P-BROMOTOLUENE,171.0378,28.5,
106-39-8,P-BROMOCHLOROBENZENE,191.4558,68,
106-40-1,P-BROMOANILINE,172.0254,66.4,
106-41-2,P-BROMOPHENOL,173.0102,66.4,
106-42-3,P-XYLENE,106.1689,13.2,
106-43-4,P-CHLOROTOLUENE,126.5868,7.5,
106-44-5,P-CRESOL,108.1412,35.5,
106-45-6,4-METHYLBENZENETHIOL,124.2058,43,
106-46-7,"1,4-DICHLOROBENZENE",147.0048,52.09,CRC Handbook
106-47-8,4-CHLOROANILINE,127.5744,72.5,
106-48-9,4-CHLOROPHENOL,128.5591,42.7,
106-49-0,P-TOLUIDINE,107.1565,43.7,
106-50-3,"1,4-BENZENEDIAMINE",108.1441,146,
106-51-4,"2,5-CYCLOHEXADIENE-1,4-DIONE",108.0976,115.7,
106-52-5,"4-Piperidinol, 1-methyl-",115.1766,29,
106-53-6,"Benzenethiol, 4-bromo-",189.0747,73,
106-54-7,4-CHLOROBENZENETHIOL,144.6238,61,
106-55-8,"2,5-DIMETHYLPIPERAZINE",114.1919,116,
106-57-0,"2,5-Piperazinedione",114.1046,312 dec,
106-63-8,ISOBUTYL ACRYLATE,128.1725,-61,
106-65-0,DIMETHYL SUCCINATE,146.1442,19,
106-70-7,METHYL HEXANOATE,130.1884,-71,
106-73-0,METHYL HEPTANOATE,144.2155,-56,
106-74-1,2-ETHOXYETHYL ACRYLATE,144.1719,-47,
106-79-6,"Decanedioic acid, dimethyl ester",230.3067,38,
106-86-5,"7-OXABICYCLO 4.1.0 HEPTANE, 3-ETHENYL-",124.1842,<-100,
106-87-6,"7-OXABICYCLO 4.1.0 HEPTANE, 3-OXIRANYL-",140.1836,<-55,
106-88-7,"1,2-BUTYLENEOXIDE",72.1078,-150,
106-89-8,"1-CHLORO-2,3-EPOXYPROPANE",92.5257,-57.2,
106-93-4,"1,2-DIBROMOETHANE",187.8622,9.9,
106-94-5,1-BROMOPROPANE,122.9932,-110,
106-95-6,3-BROMO-1-PROPENE,120.9773,-119,
106-97-8,N-BUTANE,58.1243,-138.2,
106-98-9,1-BUTENE,56.1084,-185.3,
106-99-0,"1,3-BUTADIENE",54.0924,-108.9,
107-00-6,1-BUTYNE,54.0924,-125.7,
107-01-7,2-BUTENE (Isomer mixture),56.1084,-139.3    ,
107-02-8,ACROLEIN,56.0647,-87.7,
107-03-9,1-PROPANETHIOL,76.1612,-113.3,CRC Handbook
107-04-0,1-BROMO-2-CHLOROETHANE,143.4112,-16.7,
107-05-1,3-CHLOROPROPYLENE,76.5263,-134.5,
107-06-2,"1,2-DICHLOROETHANE",98.9602,-35.5,
107-07-3,2-CHLOROETHANOL,80.5146,-67.5,
107-08-4,1-IODOPROPANE,169.9936,-101.3,
107-10-8,PROPYLAMINE,59.1119,-83,Merck Index
107-11-9,ALLYLAMINE,57.0959,-88.2,
107-12-0,PROPIONITRILE,55.08,-92.8,
107-13-1,ACRYLONITRILE,53.0641,-83.5,
107-14-2,CHLOROACETONITRILE,75.4979,< 25,
107-15-3,"1,2-DIAMINOETHANE",60.0995,11.1,
107-16-4,"Acetonitrile, hydroxy-",57.0523,<-72,
107-18-6,ALLYL ALCOHOL,58.0807,-129,
107-19-7,PROPARGYL ALCOHOL,56.0647,-51.8,
107-20-0,CHLOROACETALDEHYDE,78.4986,-16.3,
107-21-1,ETHYLENE GLYCOL,62.0689,-13,
107-22-2,GLYOXAL,58.037,15,
107-25-5,METHYLVINYLETHER,58.0807,-122,
107-27-7,ETHYLMERCURY CHLORIDE,265.1051,192       ,
107-29-9,ACETALDEHYDE OXIME,59.0683,45,
107-30-2,CHLOROMETHOXYMETHANE,80.5146,-103.5,
107-31-3,METHYLFORMATE,60.053,-99,CRC Handbook
107-34-6,"Arsonic acid, propyl-",168.025,134.5,
107-35-7,TAURINE,125.147,328,
107-36-8,Isethionic Acid,126.1317,< 25,
107-37-9,ALLYTRICHLOROSILANE,175.5183,35,
107-38-0,Arsonoacetic Acid,182.0084,152,
107-39-1,"2,4,4-TRIMETHYL-1-PENTENE",112.2167,-93.5,
107-40-4,"2,4,4-TRIMETHYL-2-PENTENE",112.2167,-106.3,
107-41-5,"2-METHYL-2,4-PENTANEDIOL",118.1773,-50,
107-43-7,BETAINE,117.1489,293 dec,
107-44-8,SARIN,140.0953,-57,Merck Index (2001)
107-46-0,HEXAMETHYLDISILOXANE,162.3818,-66,
107-47-1,"Propane, 2,2'-thiobis 2-methyl-",146.2967,-9.0,
107-48-2,"2-(2,2-Dimethyl-propyl)-2-methyl-oxirane",128.2161,-64,
107-50-6,TETRADECAMETHYLCYCLOHEPTASILOXANE,519.0886,-26,
107-51-7,OCTAMETHYLTRISILOXANE,236.5373,-80,
107-52-8,TETRADECAMETHYLHEXASILOXANE,459.0038,-59,
107-58-4,tert-Butylacrylamide,127.1878,128-129,ALDRICH (2000)
107-61-9,"1,4-Oxathiane, 4,4-dioxide",136.1706,131-133,ChemFinder (2005)
107-64-2,DIMETHYL DIOCTADECYLAMMONIUM CHLORIDE,586.521,67,
107-66-4,DI-N-BUTYL PHOSPHATE,210.212,-13,"Verschueren,K (2001)"
107-68-6,2-(Ethylamino)-ethanesulfonic acid,139.1741,241.5,
107-69-7,TRICHLOROURETHAN,192.4298,64.0,
107-81-3,2-BROMOPENTANE,151.0474,-95.5,
107-82-4,1-BROMO-3-METHYLBUTANE,151.0474,-112,
107-83-5,2-METHYLPENTANE,86.1785,-153.7,
107-84-6,"Butane, 1-chloro-3-methyl-",106.5964,-104.4,
107-87-9,2-PENTANONE,86.1349,-76.9,
107-88-0,"1,3-BUTANEDIOL",90.1231,<-50,
107-89-1,Aldol,88.1072,< 25,
107-91-5,"Acetamide, 2-cyano-",84.0781,121.5,
107-92-6,BUTYRIC ACID,88.1072,-5.7,
107-93-7,CROTONIC ACID,86.0912,72,
107-94-8,3-CHLOROPROPIONIC ACID,108.5251,41,
107-95-9,BETA-ALANINE,89.0947,200 dec,
107-96-0,3-MERCAPTOPROPIONIC ACID,106.1441,18,
107-97-1,N-METHYL GLYCINE,89.0947,212.5 dec,
107-98-2,1-METHOXY-2-PROPANOL,90.1231,-95,
108-01-0,2-DIMETHYLAMINOETHANOL,89.1384,-59,
108-03-2,1-NITROPROPANE,89.0947,-108,CRC Handbook
108-05-4,VINYL ACETATE,86.0912,-93.2,
108-08-7,"2,4-DIMETHYLPENTANE",100.2056,-119.9,
108-10-1,4-METHYL-2-PENTANONE,100.1619,-84,
108-11-2,4-METHYL-2-PENTANOL,102.1779,-90,
108-16-7,"2-Propanol, 1-(dimethylamino)-",103.1655,124,
108-18-9,DIISOPROPYLAMINE,101.1932,-61,
108-19-0,Imidodicarbonic diamide,103.0811,190 dec,
108-20-3,DI-ISOPROPYL ETHER,102.1779,-86.8,
108-21-4,ISOPROPYL ACETATE,102.1343,-73.4,
108-22-5,1-PROPEN-2-OL ACETATE,100.1183,-92.9,
108-24-7,ACETIC ANHYDRIDE,102.0906,-73,
108-26-9,3-Methyl-5-pyrazolone,98.1052,221,ChemFinder (2005)
108-27-0,"2-PYRROLIDINONE, 5-METHYL-",99.1336,43,
108-28-1,"2(5H)-FURANONE, 5-METHYLENE-",96.0864,< 25,
108-29-2,gamma-Valerolactone,100.1183,242.15,"DAUBERT,TE & DANNER,RP (1993)"
108-30-5,SUCCINIC ANHYDRIDE,100.0747,119,
108-31-6,MALEIC ANHYDRIDE,98.0587,52.8,
108-32-7,PROPYLENE CARBONATE,102.0906,-48.8,
108-33-8,"1,3,4-Thiadiazole, 2-amino-5-methyl-",115.1574,224-225,ChemFinder (2005)
108-36-1,M-DIBROMOBENZENE,235.9068,-7,
108-37-2,M-BROMOCHLOROBENZENE,191.4558,-21.5,
108-38-3,M-XYLENE,106.1689,-47.8,
108-39-4,M-CRESOL,108.1412,11.8,
108-40-7,3-METHYLBENZENETHIOL,124.2058,-20,
108-41-8,M-CHLOROTOLUENE,126.5868,-47.8,
108-42-9,3-CHLOROANILINE,127.5744,-10.4,
108-43-0,3-CHLOROPHENOL,128.5591,32.6,
108-44-1,M-TOLUIDINE,107.1565,-31.2,
108-45-2,"1,3-BENZENEDIAMINE",108.1441,63.5,
108-46-3,RESORCINOL,110.1135,111,
108-47-4,"2,4-DIMETHYLPYRIDINE",107.1565,-64,
108-48-5,"2,6-LUTIDINE",107.1565,-6.1,
108-50-9,"PYRAZINE, 2,6-DIMETHYL-",108.1441,47.5,
108-52-1,2-AMINO-4-METHYLPYRIMIDINE,109.1316,160.3,
108-55-4,GLUTARIC ANHYDRIDE,114.1018,56.3,
108-56-5,Ethyl Oxalacetate,188.1818,< 25,
108-57-6,M-DIETHENYLBENZENE,130.1912,-52.3,
108-59-8,"PROPANEDIOIC ACID, DIMETHYL ESTER",132.1171,-61.9,
108-60-1,"DCIP  (2,2'-OXYBIS-1-CHLOROPROPANE)",171.0679,-97,
108-61-7,,103.1655,-85,
108-62-3,Metaldehyde (tetramer),176.2143,246,
108-64-5,ETHYL ISOVALERATE,130.1884,-99.3,
108-67-8,"1,3,5-TRIMETHYLBENZENE",120.196,-44.7,Merck Index
108-68-9,"3,5-DIMETHYLPHENOL",122.1683,63.6,
108-69-0,"3,5-DIMETHYLANILINE",121.1836,9.8,
108-70-3,"1,3,5-TRICHLOROBENZENE",181.4498,63.5,
108-73-6,"1,3,5-TRIHYDROXYBENZENE",126.1129,218.5,
108-74-7,"1,3,5-Triazine, hexahydro-1,3,5-trimethyl-",129.2065,-27,ALDRICH (2000)
108-75-8,"2,4,6-COLLIDINE",121.1836,-46,
108-77-0,CYANURIC CHLORIDE,184.4126,154,CRC Handbook
108-78-1,MELAMINE,126.1215,345 dec,CRC Handbook
108-80-5,CYANURIC ACID,129.0757,360,
108-83-8,"2,6-DIMETHYL-4-HEPTANONE",142.2432,-41.5,CRC Handbook
108-84-9,4-METHYL-2-PENTYL ACETATE,144.2155,-64,
108-85-0,BROMOCYCLOHEXANE,163.0586,-56.5,
108-86-1,BROMOBENZENE,157.0108,-30.6,
108-87-2,1-METHYLCYCLOHEXANE,98.1896,-126.6,
108-88-3,TOLUENE,92.1418,-94.9,
108-89-4,4-METHYLPYRIDINE,93.1294,3.66,
108-90-7,CHLOROBENZENE,112.5598,-45.2,
108-91-8,CYCLOHEXANAMINE,99.1772,-17.7,
108-93-0,CYCLOHEXANOL,100.1619,25.4,
108-94-1,CYCLOHEXANONE,98.146,-31,
108-95-2,PHENOL,94.1141,40.9,
108-97-4,4H-PYRAN-4-ONE,96.0864,32.5,
108-98-5,THIOPHENOL,110.1787,-14.9,
108-99-6,3-METHYLPYRIDINE,93.1294,-18.1,
109-00-2,3-HYDROXYPYRIDINE,95.1017,127.5,
109-01-3,"Piperazine, 1-methyl-",100.1648,-6,
109-04-6,2-BROMOPYRIDINE,157.9983,< 25,
109-06-8,2-METHYLPYRIDINE,93.1294,-66.7,
109-07-9,"Piperazine, 2-methyl-",100.1648,62,
109-08-0,2-METHYLPYRAZINE,94.117,-29,
109-09-1,2-CHLOROPYRIDINE,113.5473,-46.5,
109-12-6,2-AMINOPYRIMIDINE,95.1046,127.5,
109-21-7,N-BUTYLBUTYRATE,144.2155,-91.5,
109-31-9,DIHEXYL ADIPATE,356.5505,-8,
109-43-3,DIBUTYL SEBACATE,314.4693,-10,
109-46-6,"N,N-DIBUTYLTHIOUREA",188.3371,64,
109-52-4,PENTANOIC ACID,102.1343,-34,
109-53-5,ISOBUTYL VINYL ETHER,100.1619,-112,
109-55-7,"1,3-Propanediamine, N,N-dimethyl-",102.1807,-60,
109-56-8,"Ethanol, 2- (1-methylethyl)amino -",103.1655,128.5,
109-57-9,ALLYLTHIOUREA,116.1858,78,
109-60-4,N-PROPYL ACETATE,102.1343,-93,
109-63-7,TRIFLUOROBORON ETHERATE,141.9299,-60.4,Merck Index (2003)
109-64-8,"1,3-DIBROMOPROPANE",201.8893,-34.2,
109-65-9,1-BROMOBUTANE,137.0203,-112.4,
109-66-0,N-PENTANE,72.1514,-129.7,
109-67-1,1-PENTENE,70.1355,-165.2,
109-69-3,1-CHLOROBUTANE,92.5693,-123.1,
109-70-6,1-CHLORO-3-BROMOPROPANE,157.4383,-58.9,
109-73-9,N-BUTYLAMINE,73.139,-50,Merck Index
109-74-0,BUTYRONITRILE,69.1071,-111.9,
109-75-1,3-BUTENENITRILE,67.0911,-87,
109-77-3,MALONONITRILE,66.0628,32,
109-78-4,ETHYLENE CYANOHYDRIN,71.0794,-46,
109-79-5,BUTANETHIOL,90.1883,-115.7,CRC Handbook
109-80-8,"1,3-Propanedithiol",108.2252,-79,
109-82-0,"Acetonitrile, (methyleneamino)-",68.0787,129,
109-83-1,2-(METHYLAMINO)ETHANOL,75.1113,-4.5,
109-84-2,"Ethanol, 2-hydrazino-",76.0989,-70,
109-86-4,2-METHOXYETHANOL,76.096,-85.1,
109-87-5,DIMETHOXYMETHANE,76.096,-104.8,
109-89-7,DIETHYLAMINE,73.139,-50,Merck Index
109-92-2,ETHYL VINYL ETHER,72.1078,-115.8,
109-93-3,DIVINYL ETHER,70.0918,-101,
109-94-4,ETHYL FORMATE,74.0801,-79.6,
109-97-7,PYRROLE,67.0911,-23.4,
109-99-9,TETRAHYDROFURAN,72.1078,-108.3,
110-00-9,FURAN,68.0759,-85.6,
110-01-0,TETRAHYDROTHIOPHENE,88.1724,-96.1,
110-02-1,THIOPHENE,84.1405,-39.4,
110-03-2,"2,5-Hexanediol, 2,5-dimethyl-",146.2315,92,
110-04-3,"1,2-Ethanedisulfonic acid",190.1945,173,
110-05-4,T-BUTYL-PEROXIDE,146.2315,-40,
110-06-5,"Disulfide, bis(1,1-dimethylethyl)",178.3607,-5,
110-12-3,5-METHYL-2-HEXANONE,114.189,-74,Lewis
110-13-4,"2,5-HEXANEDIONE",114.1454,-5.5,
110-14-5,SUCCINAMIDE,116.1206,268 dec,
110-15-6,BUTANEDIOC ACID,118.09,188,
110-16-7,MALEIC ACID,116.0741,130.5,
110-17-8,FUMARIC ACID,116.0741,287 dec,
110-18-9,"N,N,N',N'-TETRAME ETHYLENEDIAMINE",116.2078,-55,
110-19-0,SEC-BUTYLACETATE,116.1613,-98.8,
110-22-5,"Peroxide, diacetyl",118.09,30,
110-26-9,"N,N'-Methylenebisacrylamide",154.17,>300,Aldrich (1998)
110-27-0,ISOPROPYL MYRISTATE,270.4593,3         ,
110-29-2,OCTYL DECYL ADIPATE,398.6318,-50,
110-38-3,ETHYL DECANOATE,200.3239,-20,
110-39-4,"Butanoic acid, octyl ester",200.3239,-55.6,
110-40-7,DIETHYL SEBACATE,258.3609,5,
110-42-9,METHYL DECANOATE,186.2968,-18,
110-43-0,2-HEPTANONE,114.189,-35,
110-44-1,SORBIC ACID,112.1295,134.5,
110-45-2,ISOAMYL FORMATE,116.1613,-93.5,
110-49-6,2-METHOXYETHYL ACETATE,118.1337,-70,
110-52-1,"1,4-DIBROMOBUTANE",215.9164,-16.5,
110-53-2,1-BROMOPENTANE,151.0474,-95,
110-54-3,N-HEXANE,86.1785,-95.3,
110-56-5,"1,4-DICHLOROBUTANE",127.0144,-37.3,
110-57-6,"1,4-DICHLORO-2-BUTENE(TRANS)",124.9984,2.0,
110-58-7,N-PENTYLAMINE,87.1661,-55,
110-59-8,VALERONITRILE,83.1342,-96.2,
110-60-1,"1,4-BUTANEDIAMINE",88.1536,27.5,
110-61-2,SUCCINONITRILE,80.0899,54.5,
110-62-3,1-PENTANAL,86.1349,-91.5,
110-63-4,"1,4-BUTANEDIOL",90.1231,20.4,CRC Handbook
110-65-6,"2-BUTYNE-1,4-DIOL",86.0912,50,
110-66-7,1-PENTANETHIOL,104.2154,-75.7,CRC Handbook
110-68-9,METHYLBUTYLAMINE,87.1661,-75,CRC Handbook
110-69-0,"Butanal, oxime",87.1224,-29.5,
110-71-4,ETHYLENE GLYCOL DIMETHYL ETHER,90.1231,-58,
110-74-7,PROPYL FORMATE,88.1072,-92.9,
110-75-8,2-CHLOROETHYL VINYL ETHER,106.5528,-70,
110-77-0,"Ethanol, 2-(ethylthio)-",106.1877,-100,
110-80-5,2-Ethoxyethanol,90.1231,-70,
110-81-6,DIETHYL DISULFIDE,122.2523,-101.5,
110-82-7,CYCLOHEXANE,84.1625,6.6,
110-83-8,CYCLOHEXENE,82.1466,-103.5,
110-85-0,PIPERAZINE,86.1377,106,
110-86-1,PYRIDINE,79.1023,-41.6,
110-87-2,"2H-PYRAN, 3,4-DIHYDRO-",84.1189,-70,
110-88-3,"1,3,5-TRIOXANE",90.0795,60.2,
110-89-4,PIPERIDINE,85.1501,-7,CRC Handbook
110-91-8,MORPHOLINE,87.1224,-4.9,
110-93-0,"5-Hepten-2-one, 6-methyl-",126.2002,-67.1,
110-94-1,PENTANEDIOC ACID,132.1171,97.8,
110-96-3,DIISOBUTYLAMINE,129.2473,-73.5,
110-97-4,DIISOPROPANOLAMINE,133.1919,44.5,
110-98-5,"1,1'-Oxydi-2-propanol",134.1767,<-40,"Sullivan, CJ (2000) Ul"
110-99-6,"Acetic acid, 2,2'-oxybis-",134.0894,148,
111-00-2,Suxethonium Bromide,478.2684,158,
111-01-3,"Tetracosane, 2,6,10,15,19,23-hexamethyl-",422.8286,-38,
111-02-4,Squalene,410.733,<-20,
111-03-5,"9-Octadecenoic acid (Z)-, 2,3-dihydroxypropyl es",356.5505,35,
111-06-8,BUTYL PALMITATE,312.5406,16.9,
111-11-5,METHYL OCTANOATE,158.2426,-40,
111-13-7,2-OCTANONE,128.2161,-16,
111-14-8,HEPTANOIC ACID,130.1884,-7.5,
111-15-9,ETHOXYETHYLACETATE,132.1607,-61.7,
111-16-0,PIMELIC ACID,160.1713,106,
111-17-1,"Propanoic acid, 3,3'-thiobis-",178.2082,129,
111-19-3,Decanedioyl dichloride,239.1438,-2.5,
111-20-6,DECANEDIOIC ACID,202.2526,130.8,
111-21-7,ETHYLENEBIS(OXYETHYLENE)DIACETATE,234.2514,-50,
111-24-0,"Pentane, 1,5-dibromo-",229.9434,-39.5,
111-25-1,1-BROMOHEXANE,165.0745,-84.7,
111-26-2,N-HEXYLAMINE,101.1932,-22.9,
111-27-3,1-HEXANOL,102.1779,-44.6,
111-28-4,"2,4-Hexadien-1-ol",98.146,30.5,
111-29-5,"1,5-PENTANEDIOL",104.1502,-18,
111-31-9,1-HEXANETHIOL,118.2425,-81,
111-34-2,BUTYL VINYL ETHER,100.1619,-92,
111-35-3,3-ETHOXY-1-PROPANOL,104.1502,160.5,
111-36-4,BUTYL ISOCYANATE,99.1336,<-70,
111-40-0,DIETHYLENETRIAMINE,103.1683,-39,
111-41-1,2-(2-AMINOETHYLAMINO)ETHANOL,104.153,-38,
111-42-2,DIETHANOLAMINE,105.1378,28,
111-43-3,DI(N-PROPYL) ETHER,102.1779,-122,Merck Index
111-44-4,BIS(2-CHLOROETHYL) ETHER,143.0138,-51.9,
111-46-6,DIETHYLENE GLYCOL,106.1225,-10.4,
111-47-7,DI-N-PROPYLSULFIDE,118.2425,-102.5,
111-48-8,"2,2'-THIOBISETHANOL",122.1871,-10.2,CRC Handbook
111-55-7,ETHYLENE GLYCOL DIACETATE,146.1442,-31,
111-56-8,"Dodecanoic acid, 2-bromo-",279.2199,32,
111-60-4,"Octadecanoic acid, 2-hydroxyethyl ester",328.54,60.5,
111-61-5,ETHYL STEARATE,312.5406,33,
111-62-6,Ethyl oleate,310.5247,-32,Aldrich (1998)
111-64-8,Octanoyl chloride,162.6612,-63,
111-65-9,OCTANE,114.2327,-56.8,
111-66-0,1-OCTENE,112.2167,-101.7,
111-67-1,2-OCTENE,112.2167,-80,
111-68-2,HEPTYLAMINE,115.2202,-18,
111-69-3,ADIPONITRILE,108.1441,1,
111-70-6,1-HEPTANOL,116.205,-34,
111-71-7,HEPTANAL,114.189,-43.3,
111-75-1,"Ethanol, 2-(butylamino)-",117.1926,-2,
111-76-2,2-BUTOXYETHANOL,118.1773,-74.8,
111-77-3,DIETHYLENE GLYCOL MONOMETHYL ETHER,120.1496,<-84,Merck Index
111-78-4,"CYCLOOCTA-1,5-DIENE",108.1848,-56.4,
111-81-9,"10-Undecenoic acid, methyl ester",198.3079,-27.5,
111-82-0,METHYL LAURATE,214.351,5.2,
111-83-1,1-BROMOOCTANE,193.1287,-55,
111-84-2,N-NONANE,128.2598,-53.5,CRC Handbook
111-85-3,1-CHLOROOCTANE,148.6777,-57.8,
111-86-4,N-OCTYLAMINE,129.2473,0,
111-87-5,1-OCTANOL,130.2321,-15.5,
111-88-6,1-OCTANETHIOL,146.2967,-49.2,CRC Handbook
111-90-0,DIETHYLENE GLYCOL MONOETHYL ETHER,134.1767,-76,
111-91-1,BIS(2-CHLOROETHOXY)METHANE,173.0403,-32,
111-92-2,DIBUTYLAMINE,129.2473,-62,
111-96-6,2-METHOXYETHYLETHER,134.1767,-68,
112-05-0,NONANOIC ACID,158.2426,12.3,
112-06-1,"Acetic acid, heptyl ester",158.2426,-50.2,
